"date","state","confirmed","deaths"
2020-01-30,"Arizona",1,0
2020-01-31,"Arizona",1,0
2020-02-01,"Arizona",1,0
2020-02-02,"Arizona",1,0
2020-02-03,"Arizona",1,0
2020-02-04,"Arizona",1,0
2020-02-05,"Arizona",1,0
2020-02-06,"Arizona",1,0
2020-02-07,"Arizona",1,0
2020-02-08,"Arizona",1,0
2020-02-09,"Arizona",1,0
2020-02-10,"Arizona",1,0
2020-02-11,"Arizona",1,0
2020-02-12,"Arizona",1,0
2020-02-13,"Arizona",1,0
2020-02-14,"Arizona",1,0
2020-02-15,"Arizona",1,0
2020-02-16,"Arizona",1,0
2020-02-17,"Arizona",1,0
2020-02-18,"Arizona",1,0
2020-02-19,"Arizona",1,0
2020-02-20,"Arizona",1,0
2020-02-21,"Arizona",1,0
2020-02-22,"Arizona",1,0
2020-02-23,"Arizona",1,0
2020-02-24,"Arizona",1,0
2020-02-25,"Arizona",1,0
2020-02-26,"Arizona",1,0
2020-02-27,"Arizona",1,0
2020-02-28,"Arizona",1,0
2020-02-29,"Arizona",1,0
2020-03-01,"Arizona",1,0
2020-03-02,"Arizona",1,0
2020-03-03,"Arizona",1,0
2020-03-04,"Arizona",1,0
2020-03-05,"Arizona",1,0
2020-03-06,"Arizona",2,0
2020-03-07,"Arizona",4,0
2020-03-08,"Arizona",4,0
2020-03-09,"Arizona",4,0
2020-03-10,"Arizona",6,0
2020-03-11,"Arizona",9,0
2020-03-12,"Arizona",9,0
2020-03-13,"Arizona",9,0
2020-03-14,"Arizona",12,0
2020-03-15,"Arizona",12,0
2020-03-16,"Arizona",18,0
2020-03-17,"Arizona",20,0
2020-03-18,"Arizona",27,0
2020-03-19,"Arizona",45,0
2020-03-20,"Arizona",68,0
2020-03-21,"Arizona",104,1
2020-03-22,"Arizona",152,2
2020-03-23,"Arizona",235,2
2020-03-24,"Arizona",326,5
2020-03-25,"Arizona",401,6
2020-03-26,"Arizona",508,8
2020-03-27,"Arizona",665,13
2020-03-28,"Arizona",773,15
2020-03-29,"Arizona",919,17
2020-03-30,"Arizona",1157,20
2020-03-31,"Arizona",1289,25
2020-04-01,"Arizona",1413,32
2020-04-02,"Arizona",1596,35
2020-04-03,"Arizona",1769,44
2020-04-04,"Arizona",2019,52
2020-04-05,"Arizona",2269,64
2020-04-06,"Arizona",2460,65
2020-04-07,"Arizona",2575,73
2020-04-08,"Arizona",2726,89
2020-04-09,"Arizona",3018,98
2020-04-10,"Arizona",3112,106
2020-04-11,"Arizona",3393,117
2020-04-12,"Arizona",3542,125
2020-04-13,"Arizona",3705,132
2020-04-14,"Arizona",3809,143
2020-04-15,"Arizona",3964,155
2020-04-16,"Arizona",4237,164
2020-04-17,"Arizona",4511,183
2020-04-18,"Arizona",4724,180
2020-04-19,"Arizona",4933,184
2020-04-20,"Arizona",5068,191
2020-04-21,"Arizona",5256,208
2020-04-22,"Arizona",5473,231
2020-04-23,"Arizona",5772,249
2020-04-24,"Arizona",6045,266
2020-04-25,"Arizona",6286,273
2020-04-26,"Arizona",6534,275
2020-04-27,"Arizona",6725,275
2020-04-28,"Arizona",6955,275
2020-01-22,"Arkansas",0,0
2020-01-23,"Arkansas",0,0
2020-01-24,"Arkansas",0,0
2020-01-25,"Arkansas",0,0
2020-01-26,"Arkansas",0,0
2020-01-27,"Arkansas",0,0
2020-01-28,"Arkansas",0,0
2020-01-29,"Arkansas",0,0
2020-01-30,"Arkansas",0,0
2020-01-31,"Arkansas",0,0
2020-02-01,"Arkansas",0,0
2020-02-02,"Arkansas",0,0
2020-02-03,"Arkansas",0,0
2020-02-04,"Arkansas",0,0
2020-02-05,"Arkansas",0,0
2020-02-06,"Arkansas",0,0
2020-02-07,"Arkansas",0,0
2020-02-08,"Arkansas",0,0
2020-02-09,"Arkansas",0,0
2020-02-10,"Arkansas",0,0
2020-02-11,"Arkansas",0,0
2020-02-12,"Arkansas",0,0
2020-02-13,"Arkansas",0,0
2020-02-14,"Arkansas",0,0
2020-02-15,"Arkansas",0,0
2020-02-16,"Arkansas",0,0
2020-02-17,"Arkansas",0,0
2020-02-18,"Arkansas",0,0
2020-02-19,"Arkansas",0,0
2020-02-20,"Arkansas",0,0
2020-02-21,"Arkansas",0,0
2020-02-22,"Arkansas",0,0
2020-02-23,"Arkansas",0,0
2020-02-24,"Arkansas",0,0
2020-02-25,"Arkansas",0,0
2020-02-26,"Arkansas",0,0
2020-02-27,"Arkansas",0,0
2020-02-28,"Arkansas",0,0
2020-02-29,"Arkansas",0,0
2020-03-01,"Arkansas",0,0
2020-03-02,"Arkansas",0,0
2020-03-03,"Arkansas",0,0
2020-03-04,"Arkansas",0,0
2020-03-05,"Arkansas",0,0
2020-03-06,"Arkansas",0,0
2020-03-07,"Arkansas",0,0
2020-03-08,"Arkansas",0,0
2020-03-09,"Arkansas",0,0
2020-03-10,"Arkansas",0,0
2020-03-11,"Arkansas",0,0
2020-03-12,"Arkansas",0,0
2020-03-13,"Arkansas",9,0
2020-03-14,"Arkansas",12,0
2020-03-15,"Arkansas",3,0
2020-03-16,"Arkansas",3,0
2020-03-17,"Arkansas",3,0
2020-03-18,"Arkansas",4,0
2020-03-19,"Arkansas",62,0
2020-03-20,"Arkansas",100,0
2020-03-21,"Arkansas",122,0
2020-03-22,"Arkansas",165,0
2020-03-23,"Arkansas",192,0
2020-03-24,"Arkansas",219,2
2020-03-25,"Arkansas",280,2
2020-03-26,"Arkansas",335,2
2020-03-27,"Arkansas",381,3
2020-03-28,"Arkansas",409,5
2020-03-29,"Arkansas",426,6
2020-03-30,"Arkansas",473,7
2020-03-31,"Arkansas",523,8
2020-04-01,"Arkansas",584,10
2020-04-02,"Arkansas",643,12
2020-04-03,"Arkansas",704,12
2020-04-04,"Arkansas",743,14
2020-04-05,"Arkansas",837,16
2020-04-06,"Arkansas",875,16
2020-04-07,"Arkansas",946,18
2020-04-08,"Arkansas",1000,18
2020-04-09,"Arkansas",1119,21
2020-04-10,"Arkansas",1171,21
2020-04-11,"Arkansas",1228,25
2020-04-12,"Arkansas",1280,27
2020-04-13,"Arkansas",1410,29
2020-04-14,"Arkansas",1498,32
2020-04-15,"Arkansas",1569,33
2020-04-16,"Arkansas",1620,37
2020-04-17,"Arkansas",1695,37
2020-04-18,"Arkansas",1744,38
2020-04-19,"Arkansas",1781,39
2020-04-20,"Arkansas",1973,41
2020-04-21,"Arkansas",1990,42
2020-04-22,"Arkansas",2276,42
2020-04-23,"Arkansas",2599,45
2020-04-24,"Arkansas",2810,47
2020-04-25,"Arkansas",2911,48
2020-04-26,"Arkansas",3001,51
2020-04-27,"Arkansas",3069,51
2020-04-28,"Arkansas",3127,57
2020-01-22,"California",0,0
2020-01-23,"California",0,0
2020-01-24,"California",0,0
2020-01-25,"California",0,0
2020-01-26,"California",2,0
2020-01-27,"California",2,0
2020-01-28,"California",2,0
2020-01-29,"California",2,0
2020-01-30,"California",2,0
2020-01-31,"California",3,0
2020-02-01,"California",3,0
2020-02-02,"California",3,0
2020-02-03,"California",6,0
2020-02-04,"California",6,0
2020-02-05,"California",6,0
2020-02-06,"California",6,0
2020-02-07,"California",6,0
2020-02-08,"California",6,0
2020-02-09,"California",6,0
2020-02-10,"California",6,0
2020-02-11,"California",7,0
2020-02-12,"California",7,0
2020-02-13,"California",8,0
2020-02-14,"California",8,0
2020-02-15,"California",8,0
2020-02-16,"California",8,0
2020-02-17,"California",8,0
2020-02-18,"California",8,0
2020-02-19,"California",8,0
2020-02-20,"California",8,0
2020-02-21,"California",10,0
2020-02-22,"California",10,0
2020-02-23,"California",10,0
2020-02-24,"California",10,0
2020-02-25,"California",10,0
2020-02-26,"California",10,0
2020-02-27,"California",11,0
2020-02-28,"California",11,0
2020-02-29,"California",12,0
2020-03-01,"California",12,0
2020-03-02,"California",21,0
2020-03-03,"California",25,0
2020-03-04,"California",35,1
2020-03-05,"California",51,1
2020-03-06,"California",59,1
2020-03-07,"California",81,1
2020-03-08,"California",95,1
2020-03-09,"California",101,1
2020-03-10,"California",144,2
2020-03-11,"California",178,4
2020-03-12,"California",221,4
2020-03-13,"California",281,4
2020-03-14,"California",372,3
2020-03-15,"California",373,5
2020-03-16,"California",557,7
2020-03-17,"California",700,12
2020-03-18,"California",828,16
2020-03-19,"California",1005,18
2020-03-20,"California",1243,24
2020-03-21,"California",1405,25
2020-03-22,"California",1646,30
2020-03-23,"California",2108,39
2020-03-24,"California",2538,50
2020-03-25,"California",2998,65
2020-03-26,"California",3899,81
2020-03-27,"California",4657,94
2020-03-28,"California",5095,110
2020-03-29,"California",5852,124
2020-03-30,"California",7138,146
2020-03-31,"California",8210,173
2020-04-01,"California",9399,199
2020-04-02,"California",10773,238
2020-04-03,"California",12004,265
2020-04-04,"California",12837,289
2020-04-05,"California",15034,348
2020-04-06,"California",16019,380
2020-04-07,"California",17351,432
2020-04-08,"California",18897,495
2020-04-09,"California",19710,544
2020-04-10,"California",21081,583
2020-04-11,"California",21706,604
2020-04-12,"California",22795,640
2020-04-13,"California",23931,714
2020-04-14,"California",25356,767
2020-04-15,"California",26686,860
2020-04-16,"California",27677,956
2020-04-17,"California",29157,1037
2020-04-18,"California",30491,1140
2020-04-19,"California",31431,1177
2020-04-20,"California",33686,1225
2020-04-21,"California",35465,1282
2020-04-22,"California",37344,1421
2020-04-23,"California",39561,1533
2020-04-24,"California",41355,1621
2020-04-25,"California",42368,1689
2020-04-26,"California",43558,1725
2020-04-27,"California",44966,1779
2020-04-28,"California",46164,1864
2020-01-22,"Colorado",0,0
2020-01-23,"Colorado",0,0
2020-01-24,"Colorado",0,0
2020-01-25,"Colorado",0,0
2020-01-26,"Colorado",0,0
2020-01-27,"Colorado",0,0
2020-01-28,"Colorado",0,0
2020-01-29,"Colorado",0,0
2020-01-30,"Colorado",0,0
2020-01-31,"Colorado",0,0
2020-02-01,"Colorado",0,0
2020-02-02,"Colorado",0,0
2020-02-03,"Colorado",0,0
2020-02-04,"Colorado",0,0
2020-02-05,"Colorado",0,0
2020-02-06,"Colorado",0,0
2020-02-07,"Colorado",0,0
2020-02-08,"Colorado",0,0
2020-02-09,"Colorado",0,0
2020-02-10,"Colorado",0,0
2020-02-11,"Colorado",0,0
2020-02-12,"Colorado",0,0
2020-02-13,"Colorado",0,0
2020-02-14,"Colorado",0,0
2020-02-15,"Colorado",0,0
2020-02-16,"Colorado",0,0
2020-02-17,"Colorado",0,0
2020-02-18,"Colorado",0,0
2020-02-19,"Colorado",0,0
2020-02-20,"Colorado",0,0
2020-02-21,"Colorado",0,0
2020-02-22,"Colorado",0,0
2020-02-23,"Colorado",0,0
2020-02-24,"Colorado",0,0
2020-02-25,"Colorado",0,0
2020-02-26,"Colorado",0,0
2020-02-27,"Colorado",0,0
2020-02-28,"Colorado",0,0
2020-02-29,"Colorado",0,0
2020-03-01,"Colorado",0,0
2020-03-02,"Colorado",0,0
2020-03-03,"Colorado",0,0
2020-03-04,"Colorado",0,0
2020-03-05,"Colorado",0,0
2020-03-06,"Colorado",3,0
2020-03-07,"Colorado",7,0
2020-03-08,"Colorado",7,0
2020-03-09,"Colorado",7,0
2020-03-10,"Colorado",14,0
2020-03-11,"Colorado",30,0
2020-03-12,"Colorado",45,0
2020-03-13,"Colorado",76,1
2020-03-14,"Colorado",101,0
2020-03-15,"Colorado",99,1
2020-03-16,"Colorado",132,1
2020-03-17,"Colorado",167,2
2020-03-18,"Colorado",218,2
2020-03-19,"Colorado",277,4
2020-03-20,"Colorado",363,4
2020-03-21,"Colorado",475,6
2020-03-22,"Colorado",591,6
2020-03-23,"Colorado",704,7
2020-03-24,"Colorado",723,8
2020-03-25,"Colorado",1021,16
2020-03-26,"Colorado",1430,19
2020-03-27,"Colorado",1433,27
2020-03-28,"Colorado",1740,31
2020-03-29,"Colorado",2307,47
2020-03-30,"Colorado",2311,47
2020-03-31,"Colorado",2966,69
2020-04-01,"Colorado",2982,69
2020-04-02,"Colorado",3342,80
2020-04-03,"Colorado",3742,97
2020-04-04,"Colorado",4188,111
2020-04-05,"Colorado",4950,140
2020-04-06,"Colorado",5183,150
2020-04-07,"Colorado",5429,179
2020-04-08,"Colorado",5655,193
2020-04-09,"Colorado",5655,193
2020-04-10,"Colorado",6202,226
2020-04-11,"Colorado",6513,250
2020-04-12,"Colorado",7307,289
2020-04-13,"Colorado",7691,306
2020-04-14,"Colorado",7950,327
2020-04-15,"Colorado",7956,328
2020-04-16,"Colorado",8286,355
2020-04-17,"Colorado",8691,372
2020-04-18,"Colorado",9047,389
2020-04-19,"Colorado",9730,420
2020-04-20,"Colorado",9730,420
2020-04-21,"Colorado",10473,483
2020-04-22,"Colorado",10891,506
2020-04-23,"Colorado",11278,552
2020-04-24,"Colorado",12256,674
2020-04-25,"Colorado",12968,684
2020-04-26,"Colorado",13441,688
2020-04-27,"Colorado",13879,706
2020-04-28,"Colorado",14316,736
2020-01-22,"Connecticut",0,0
2020-01-23,"Connecticut",0,0
2020-01-24,"Connecticut",0,0
2020-01-25,"Connecticut",0,0
2020-01-26,"Connecticut",0,0
2020-01-27,"Connecticut",0,0
2020-01-28,"Connecticut",0,0
2020-01-29,"Connecticut",0,0
2020-01-30,"Connecticut",0,0
2020-01-31,"Connecticut",0,0
2020-02-01,"Connecticut",0,0
2020-02-02,"Connecticut",0,0
2020-02-03,"Connecticut",0,0
2020-02-04,"Connecticut",0,0
2020-02-05,"Connecticut",0,0
2020-02-06,"Connecticut",0,0
2020-02-07,"Connecticut",0,0
2020-02-08,"Connecticut",0,0
2020-02-09,"Connecticut",0,0
2020-02-10,"Connecticut",0,0
2020-02-11,"Connecticut",0,0
2020-02-12,"Connecticut",0,0
2020-02-13,"Connecticut",0,0
2020-02-14,"Connecticut",0,0
2020-02-15,"Connecticut",0,0
2020-02-16,"Connecticut",0,0
2020-02-17,"Connecticut",0,0
2020-02-18,"Connecticut",0,0
2020-02-19,"Connecticut",0,0
2020-02-20,"Connecticut",0,0
2020-02-21,"Connecticut",0,0
2020-02-22,"Connecticut",0,0
2020-02-23,"Connecticut",0,0
2020-02-24,"Connecticut",0,0
2020-02-25,"Connecticut",0,0
2020-02-26,"Connecticut",0,0
2020-02-27,"Connecticut",0,0
2020-02-28,"Connecticut",0,0
2020-02-29,"Connecticut",0,0
2020-03-01,"Connecticut",0,0
2020-03-02,"Connecticut",0,0
2020-03-03,"Connecticut",0,0
2020-03-04,"Connecticut",0,0
2020-03-05,"Connecticut",0,0
2020-03-06,"Connecticut",0,0
2020-03-07,"Connecticut",0,0
2020-03-08,"Connecticut",0,0
2020-03-09,"Connecticut",0,0
2020-03-10,"Connecticut",1,0
2020-03-11,"Connecticut",3,0
2020-03-12,"Connecticut",5,0
2020-03-13,"Connecticut",11,0
2020-03-14,"Connecticut",23,0
2020-03-15,"Connecticut",24,0
2020-03-16,"Connecticut",41,0
2020-03-17,"Connecticut",68,0
2020-03-18,"Connecticut",96,1
2020-03-19,"Connecticut",159,3
2020-03-20,"Connecticut",194,4
2020-03-21,"Connecticut",194,4
2020-03-22,"Connecticut",327,8
2020-03-23,"Connecticut",415,10
2020-03-24,"Connecticut",618,12
2020-03-25,"Connecticut",875,19
2020-03-26,"Connecticut",1012,21
2020-03-27,"Connecticut",1291,27
2020-03-28,"Connecticut",1524,33
2020-03-29,"Connecticut",1993,34
2020-03-30,"Connecticut",2571,36
2020-03-31,"Connecticut",3128,69
2020-04-01,"Connecticut",3557,85
2020-04-02,"Connecticut",3824,112
2020-04-03,"Connecticut",4914,131
2020-04-04,"Connecticut",5276,165
2020-04-05,"Connecticut",5675,189
2020-04-06,"Connecticut",6906,206
2020-04-07,"Connecticut",7781,277
2020-04-08,"Connecticut",7781,326
2020-04-09,"Connecticut",9784,380
2020-04-10,"Connecticut",10538,448
2020-04-11,"Connecticut",11510,494
2020-04-12,"Connecticut",12035,554
2020-04-13,"Connecticut",13381,602
2020-04-14,"Connecticut",13989,671
2020-04-15,"Connecticut",14755,868
2020-04-16,"Connecticut",15884,971
2020-04-17,"Connecticut",16809,1036
2020-04-18,"Connecticut",17550,1086
2020-04-19,"Connecticut",17962,1127
2020-04-20,"Connecticut",19815,1331
2020-04-21,"Connecticut",20360,1423
2020-04-22,"Connecticut",22469,1544
2020-04-23,"Connecticut",23100,1639
2020-04-24,"Connecticut",23936,1767
2020-04-25,"Connecticut",24583,1865
2020-04-26,"Connecticut",25269,1924
2020-04-27,"Connecticut",25997,2012
2020-04-28,"Connecticut",26312,2087
2020-01-22,"Delaware",0,0
2020-01-23,"Delaware",0,0
2020-01-24,"Delaware",0,0
2020-01-25,"Delaware",0,0
2020-01-26,"Delaware",0,0
2020-01-27,"Delaware",0,0
2020-01-28,"Delaware",0,0
2020-01-29,"Delaware",0,0
2020-01-30,"Delaware",0,0
2020-01-31,"Delaware",0,0
2020-02-01,"Delaware",0,0
2020-02-02,"Delaware",0,0
2020-02-03,"Delaware",0,0
2020-02-04,"Delaware",0,0
2020-02-05,"Delaware",0,0
2020-02-06,"Delaware",0,0
2020-02-07,"Delaware",0,0
2020-02-08,"Delaware",0,0
2020-02-09,"Delaware",0,0
2020-02-10,"Delaware",0,0
2020-02-11,"Delaware",0,0
2020-02-12,"Delaware",0,0
2020-02-13,"Delaware",0,0
2020-02-14,"Delaware",0,0
2020-02-15,"Delaware",0,0
